text;tone
"Несколько лет у нас с мужем не получалось завести ребенка. Что мы только не делали! По рекомендации знакомых я попала на прием к гинекологу Асадовой Сурайе Хайдаровне. С первой встречи врач показала себя настоящим профессионалом, была внимательной и чуткой, дала понять, что за плечами огромный опыт и багаж накопленных знаний. Я очень благодарна всему коллективу ФНКЦ ФМБА. Спасибо! ?
                    ";1
"ФНКЦ ФМБА на Ореховом бульваре – просто кладезь хороших специалистов. Думаю, я выражу мнение большинства пациентов. Нашей семье очень помог Вачев Сергей Алексеевич – врач-кардиохирург. Он провел операцию по установке аортального клапана. Хочется высказать огромное спасибо этому врачу, ваш каждодневный труд меняет жизни людей. Дай бог вам всех благ и здоровья!
                    ";1
"Я о платных услугах. Несколько лет назад обращалась к пульмонологу. Врач сразу заявила, что пока не сделает обход, приема не будет. Пришлось ждать часа 1,5. В этом году довелось побывать у кардиолога, милой, приветливой женщины, было визита 3. Все то же самое: ""Жди, я занята, мне нужно в другое отделение."" На приеме же: ""Давай, скорее раздевайся, не задерживай, у меня дела!"" Тут же говорит по телефону, дает рекомендации выписывающимся, ломящимся в дверь, а затем забывает, о чем говорили, а я - с чем пришла! Выяснила все-таки, что сердце еще ничего, инфаркта нет. И за то спасибо. Заплачено почти 7400 рублей. Ни на один свой вопрос ответа не получила, назначенные лекарства мне противопоказаны. Заметила, что значительно выросло количество окошек-касс для сбора денег. Когда же мы за свои деньги сможем получать качественные услуги? Татьяна. Г. Москва.
                    ";0
"Не могу не отметить профессионализм всех сотрудников сосудистого отделения: врачей, всего медицинского и обслуживающего персонала. Стоит упомянуть о таких качествах, как внимательно отношение к просьбам больных, комфортные условия пребывания, что является залогом успешного выздоровления.
                        ";1
"В декабре 2016 года я стала замечать странное уплотнение в области груди, похоже на опухоль, но в целом непонятно. Перепугалась, конечно, жутко. Перерыла тонну информации в интернете, не знала, куда обратиться. На женском форуме прочитала историю одной дамы, как ее вылечили в вашей клинике, и решила тоже обратиться сюда. Записалась через форму на сайте, из регистратуры перезвонили уточнить данные. Обследование проводила врач Карпова Виктория, очень приятная и внимательная женщина. Поставила диагноз - мастопатия, помогла вылечить и дала рекомендации по уходу за женским здоровьем. Спасибо ей огромное!
                    ";1
"Хочу обратить внимание всех больных, кому требуется урологическая помощь. Никогда, вы слышите, никогда на обращайтесь в урологическое отделение этой больницы! Даже, если вы будете иметь направление или просто находиться в тяжелейшем состоянии, помощи вам там никогда не окажут. Так поступили и с моим папой. В итоге моего любимого папочки, благодаря этим ""докторам"" не стало.
                    ";0
"Весной лежал в нейрохирургическом отделении. Была проведена операция спондилодез кейджем с транспедикулярной фиксацией. На текущий момент ощущения на 4+, и постепенно улучшается. Спасибо сотрудникам НХО, нейрохирургу Ильиных Александру Сергеевичу, анестезиологу Костину Алексею Александровичу и старшей медсестре Атрепьевой Валентине Ивановне. В отделении чистота, никаких неприятных запахов. Медсёстры готовы помочь в любое время суток. В самой больнице есть два кафе, ортопедический салон, аптека, прогулочная территория. Будьте здоровы!
                    ";1
"Пришел в 2014 г. в стоматологию вылечить зубы и поставить импланты. Сегодня уже 19.11.2017 г. Зубы не долечили, говорят, что я не чищу зубы и не соблюдаю гигиену, поэтому у меня большой налет, и камни на зубах образовываются каждые три месяца. Я съездил в институт стоматологии, там сказали, что у меня пародонтоз, а в 83 больнице меня каждый раз разводят на чистку. Импланты до сих пор не доделали. Началось все с того, что Лесняк, начальник с хирургом сказали, что нужно нарастить костную ткань, чтобы импланты лучше прижились и держались. Я купил специальную кость, которую они сказали. Они мне ее вшили в верхнюю часть челюсти и вкачали какие-то специальные гранулы. И иди, мол, с Богом, через несколько месяцев придешь, и будем ставить импланты. Этой же ночью все гранулы и какая-то жидкость вытекли. Я к Лесняку, так, мол, и так, что будем делать. Ответ меня удивил: ""Что нибудь придумаем, нечего страшного"". После этих слов я снова поехал в НИИ Стоматологии, там, осмотрев, вынесли вердикт: ""Бегите, Роман, от этих мастеров"". Но убежать я не мог, и не могу, так как у них пока не оплатишь сразу все импланты, они не начнут делать. В общем, я все оплатил и жду, пока они хоть как-нибудь доделают. В НИИ дали два заключения, экспертизы две. Почти после каждого посещения этих мастеров я ходил и хожу в поликлинику в свою и беру заключения о их проделанных работах. Потратил 5000 и сделал экспертизу еще одну независимую. Сделал 8 снимков, 2 томографии. Как доделают, сразу все документы отвезу на телевидение, в прокуратуру и в суд, конечно, с письменным уведомлением 83 больницы. P. S. Не лечите у них зубы, развод на деньги. И еще импланты и даже пломбы делают дешевые, не качественные. У меня только одна пломба соответствующего качества. А остальные - дешевые и не качественные. Это зафиксировано НИИ официально на бумаге. Все материалы не стоят таких денег, которые я за них заплатил.
                        ";0
"Уже полчаса жду вызова на КТ. Деньги взяли сразу, потом нахамили, вылили ушат г****, и отправили сидеть. Запись была на 9:30. Гори в аду Россия и все госучреждения. Ни ногой в гос. поликлиники.
                    ";0
"Сын ходил к онкологу, врач очень приветливый, опытный. Все рассказал доступно и понятно. Без разводов и левых диагнозов.
                    ";1
"Сделала операцию на ноге в отделении сосудистой хирургии в пятницу 13. Можно подумать, что мне не повезло, но это не так. Операция прошла успешно, специалисты - высший класс! Хочется отметить работу докторов Колосова Романа Владимировича, Старчиковой Дарьи Евгеньевны. К сожалению, не знаю имён других специалистов, которые принимали участие в моём выздоровлении. Они как бойцы невидимого фронта - сделали доброе дело, и пропали из моего поля зрения. В отделении чисто, уютно, уход своевременный, ненавязчивый. Отношение к пациентам уважительное, дружелюбное. Рекомендую всем, как лечебное учреждение, соответствующее современным требованиям. Единственное, о чём хочу предупредить - здесь абсолютно здоровое питание, придётся есть рыбу на пару и несолёный суп. Но нам полезно иногда напоминать, как мы неправильно питаемся.
                    ";1
"Оперировалась 5 лет назад по удалению кисты молочной железы у доктора Хабарова Юрия Алексеевича - мастера золотые руки. Очень внимательный, грамотный доктор. Хорошие впечатления остались и об обслуживающем персонале. Первое, что я услышала от медсестры, которая везла меня из операционной, были слова радости: ""У тебя не рак"". Впоследствии при очередном плановом осмотре врач Дмитровской больницы даже переспросил меня, где я оперировалась, т. к. хорошо сделана операция. Всем огромное спасибо.
                    ";1
"Санитары воруют у покойников. Хоронили дедушку - ветерана 89 лет. Пришли санитары забирать тело, сказали, что покойным в след не смотрят, не смотрите, посидите на кухне. Воспользовавшись ситуацией, украли дорогостоящую бутылку алкоголя. Стояла она на своём месте ой как давно. В шоке, что такой ситуацией, ошарашенностью горюющих родственников, можно так воспользоваться. Фамилии санитаров имеются и агента.
                    ";0
"Здравствуйте. Моя мама – астматик с большим стажем. Ей всегда твердили, что это заболевание вылечить невозможно, что оно на всю жизнь. С лекарствами она никогда не расставалась и по сей день носит с собой. Но врачи-пульмонологи ФНКЦ на Ореховом бульваре смогли облегчить её состояние, научили правильно бороться с приступами и назначили более эффективное лечение. Премного благодарна Носовой Н.В. и заведующей Сотниковой А.Г.!
                    ";1
"Недавно выписали из больницы, где я лежала в отделении гинекологии. Хочу выразить благодарность персоналу и врачу Довгополому Артёму Валерьевичу! Огромное спасибо за профессионализм и за поддержку. Больница очень понравилась, организованно всё хорошо. Питание (если кто не привык питаться в ресторанах) неплохое, голодная не была. Тысячу лет не ела такую вкусную кашу из перловки. Если что-то захочется, можно купить в кафе. Цены, конечно, не как в магазине, но приемлемые. Уборка в палате была каждый день, персонал добрый. И вообще - все очень жизнерадостные, что очень помогает при выздоровлении. Спасибо всем!
                    ";1
"Большое спасибо персоналу отделения кардиохирургии. Провели высококвалифицированные обследования коронарографии, затем за два этапа провели операции по стентированию сосудов сердца. Очень большое спасибо врачам, хирургам, медсестрам, санитаркам. Все отлично справляются со своими обязанностями.
                    ";1
"Доброго времени суток. Познакомилась с этой клиникой где-то год назад, когда доктор, у которого я наблюдалась долгие годы, вышел на пенсию. Но печалью зубы не вылечишь, так что записалась в клинику недалеко от моего дома – ФНКЦ ФМБА. К тому же отзывы о ней хорошие. Нужно было поставить пломбу. Приём вела врач Бутюгина Надежда. Свою работу она сделала быстро и ювелирно. Приятно, что у нас есть врачи с таким позитивным и заботливым отношением к пациентам.
                    ";1
"Мой муж был госпитализирован в больницу для обследования на наличие онкологии. Но на следующий же день был срочно переведен в отделение реанимации, где после всех проведенных исследований, была исключена онкология, но диагностировано неизлечимое прогрессирующее неврологическое заболевание. За почти 2 месяца, что ему пришлось провести там, я навещала свою половинку ежедневно. Поэтому поневоле видела жизнь этого отделения изнутри. Все врачи, медсестры и санитарки относились к своим пациентам с вниманием, профессионально, никогда не отказывали в помощи и консультации родственникам. И даже теперь, когда муж находится дома, я могу в любой момент рассчитывать на их консультацию по уходу за тяжелобольным по телефону. Я искренне благодарна всему коллективу ОРИТ во главе с его заведующим Бычининым Михаилом Владимировичем и всему руководству Центра за оказанную помощь.
                    ";1
"Ужаснее больницы и отделения кардиохирургии не встречала в своей жизни. Врачи просто не хотели видеть того, что после операции на открытом сердце моей маме было очень плохо. Они уверяли, что она ничего не хочет, что она - лентяйка, а у нее просто начался сепсис. Потом начали отказывать внутренние органы и опять никто из врачей ничего не видел, но самое ужасное, что умерла моя мама в субботу в 13:00. Никто не удосужился сообщить родным о том, что ее нет. Это ерунда, самое ужасное то, что в морг тело было отправлено только в понедельник после приезда агента. Интересно, где оно находилось почти двое суток? Такого цинизма, с которым нас выгнал из ординаторской горе-доктор Вачев, я не встречалась за всю свою жизнь. Хотя накануне он уверял меня, что сердце после такой тяжелой операции у моей мамы работает, как у молодой. В итоге: они договорились, что перевезут маму в 51 больницу, но не успели. Уникальнейшие врачи. Кардиолог говорит, все отлично, а реанимация: ""У Вашей мамы начался сепсис и отказали все органы"". Так что, кому нужна операция на сердце, подумайте миллион раз прежде попасть к такому как Вачев.
                    ";0
"По направлению обратился к аллергологу. Приём прошёл 5 минут. Врач послушал, задал пару вопросов. Вопросы задавал так тихо, что приходилось переспрашивать. На что врач просто отмалчивался и ничего не говорил. Выписал бумажку и направил в кассу. В кассе сотрудник озвучил сумму 950 рублей за проведение теста на аллергию. Я уточнил: ""Что по ОМС эта процедура не делается?"" Ответ: ""Нет"". Спрашиваю: ""Лицензия есть?"" Тишина. Обратился в регистратуру с вопросом: ""Можно ли тесты пройти бесплатно по ОМС?"" Оказалось, что нет. Консультация бесплатно, все остальное платно. Спрашиваю: ""Почему по ОМС нельзя?"" Ответ убил: ""Вы, лечиться приехали или беседовать?"" Пришлось заплатить. В лаборатории нанесли 5 капелек, чиркнули, сиди 20 минут и к врачу. И все? Говорят: ""А что ещё надо?"" Пришёл к врачу, посмотрел на царапки, аллергической реакции не проявилось, это хоть меня успокоило! Врач также мне выразился. Осмотр прошёл также молча и тихо. Спрашиваю: ""Почему заложенность носа?"" Врач мне сказал, что нужно обратиться к своему врачу. Никаких рекомендаций, ничего. Зачем я туда приехал? Отвёз деньги и все!
                    ";0
"Проходила лечение в Отделении пульмонологии. Пришла как к специалистам. Лечение тянут, при моих бронхитам и астме настаивали на лечении храпа и снижении веса. Вышла с теми же проблемами. Врачи молодые и шустрые, не догнать. Профессор - заведующий отделением - не достать. Но добило то, что при выписке с 10 до 12 по норме, вышла в 15:20 - не выдавали больничный, отдали после того, как подняла скандал. Старшая сестра хамка и бездельница. После сообщения о выписке к тебе относятся как к отработанному материалу. Не могу сказать спасибо.
                    ";0
"Хочу выразить благодарность врачам и персоналу сосудистой хирургии. В марте месяце 2017 года мне проведена флебэктомия профессиональным хирургом Ореховым Павлом Юрьевичем - врач от Бога. Его профессионализм на высшем уровне, так хочется чтобы в наших больницах было больше таких людей как он. Его добрые, человеческие отношения к пациентам - это уже полдела. Спасибо анестезиологу Ким Сергею Владимировичу - молодец! От него зависит состояние оперируемого. Всё было на высшем уровне. Быстро и профессионально, несмотря на его молодой возраст. Знаток своего дела. И, конечно, огромное спасибо заведующему сосудистой хирургией Чупину Андрею Валерьевичу. От правильного руководства и подбора специалистов зависят наши жизни. Медсёстрам за понимание и добрые отношения огромное спасибо.
                        ";1
"Отзыв о докторе Иванкина Е. О. Лечила кариес у врача Иванкиной. Девушка молодая, но со способностями, рука легкая у нее, манипуляции проводит аккуратно и не больно. Мне понравилось, как она лечила, все быстро и без каких-либо трудностей. После того, как Екатерина Олеговна прочистила полость зуба, она положила пломбу, материал должен быть хороший, пока все держится и выглядит приемлемо. Визит этот можно назвать успешным, спасибо врачу, что помогла.
                    ";1
"Приехала по направлению в 83 больницу к ортопеду-травматологу. Приём прошёл 5 минут. Никакие документы, которые с собой привезла не стал смотреть. Отправил на МРТ. Пришла на МРТ. Спросила, могу ли я его сделать. Мне сказали нет. Приезжайте потом. Я объяснила, что мне до них добираться 3 часа и обратно 3 часа. ""Хотите сделать сейчас, заплатите за МРТ коленного сустава 6000"", - и был намёк, что надо им на лапу дать ещё. На мой ответ, что я им платить в карман не буду, последовал ответ: ""Тогда идите отсюда и нервы нам не мотайте"". Делайте, где хотите. Мягко говоря послали меня далеко и надолго. После этого даже возвращаться неохота в эту больницу.
                    ";0
"В мае месяце 2016 года по квоте мне сделана была операция микроваскулярная декомпрессия тройничного нерва в больнице №83 ФНКЦ ФМБА России г. Москва. Операцию делали нейрохирурги Винокуров Алексей Георгиевич и Бочаров Андрей Александрович. Хочу выразить огромную благодарность им и всему персоналу нейрохирургического отделения за оказанную помощь. Отзыв пишу через полгода, чтобы с уверенностью сказать, что у меня все замечательно, я живу без ужасных приступов боли, без кучи таблеток с их побочными эффектам, я просто живу и я счастлива. Огромное спасибо врачам за их профессионализм, за их чуткость, внимание и терпение в работе с пациентами. С глубоким уважением, Чуракова Елена.
                    ";1
"3 ноября 2016 года мне сделали операцию РЧА. Это был кошмар какой то. Мне три раза кромсали нервы. На возгласы о сильной боли только один раз прозвучала реплика: ""Добавьте новокаину"". Электронейромиография показала, что из пучка в 5 нервов целым остался один. У меня была гематома от плеча до соска. Уже месяц позади, а правой рукой до конца побриться не могу. Сплю только после обезболивающих таблеток. В ходе операции двое врачей долго разговаривали о новых технологиях ожидая какого-то Армена. Они не знали, куда он ушёл и когда придёт, и заметно нервничали. В конце процедуры оказалось, что у меня испачканы кровью волосы на голове и их долго оттирали. На мой вопрос: ""Почему так больно? "", - ответили, что всё ещё в процессе... Почему-то меня не повезли в реанимацию, как других из моей палаты, а сильнее нахлобучили колпак на голову и отправили сразу в палату. Думаю, что если бы меня отправили в реанимацию, то там сотрудники оценили бы всё мастерство бригады по полной: сильнейшая боль в плече, расплывающаяся гематома, голова в крови... Дальше тоже было много ""интересного"". На каталке подвезли к кровати, а она гораздо ниже каталки. В других больницах всё нормально в этом вопросе, а здесь оказалось, что у каталки нет приспособления, чтобы опустить её в уровень с кроватью. Женщины растерянно смотрят как я пытаюсь ""перевалиться"" с высокой каталки и при этом не шевелить правой ногой (строго предупреждён, т. к. паховая вена была вскрыта) и не напрягать шею, понятно почему. Наконец я левой ногой немного упёрся в кровать и упал на бок. Я думаю, что в этой образцовой больнице есть толстенные инструкции для каждого случая. Но это для людей, а я из провинции и по квоте, кто я такой?! Вскоре пришла девушка в халате и начала спрашивать как я себя чувствую? Я не успел ничего ответить, так как она резко сдёрнула шапочку которую мне нахлобучили в операционной. Всплеснув руками, она громко стала спрашивать: ""Кто это Вас так? Где это Вас так? "", - и  стала быстро пальпировать мне голову. Потом повернулась и быстро вышла из палаты. Вскоре стали привозить из реанимации других больных. Появился врач, который осмотрел мои повязки и ещё у одного пациента тоже после РЧА и заключил: ""Завтра можно выписываться, но до утра лежать..."" Мы восприняли предложение выписаться как шутку, но утром после смены повязок вновь предложили уехать. Я отказался и сказал, что раньше 5-го числа не уеду. Днём после обеда я хотел встретиться с врачом, очень болело плечо и начала объёмом пугать гематома. Ответ был прост: ""Никого нет, праздник"". И 5-го числа утром я получил на руки выписной эпикриз, где просто и ясно было написано: исход - с улучшением. Вот так я полечился в Москве. После приезда через два дня у меня начался гипертонический криз. Три дня подряд ко мне приезжали скорые и сбивали давление с 200 и более до 150-160 Тратили на меня по несколько часов. А во что мне обошлись анализы, проверки у врачей... Снова меня положили в больницу в кардиологию...
                    ";0
"Записалась на промывание ""кукушка"", после чего выяснилось, что данное промывание в клинике не делается! Потеряла время, отменила запись в другой клинике, бардак!
                    ";0
"Оперировались в ЛОР отделении, у заведующей, с заболеванием уха - слух реально стал лучше после слухоулучшающей операции. Заплатили в клинику 50 тысяч рублей, а в Германии бы отдали за такую операцию 18 тысяч евро. Спасибо за то, что у вас есть такой профессионал, доктор медицинских наук, профессор Стратиева Ольга Валентиновна.
                    ";1
"Выражаю огромную благодарность лечащему врачу онкологического отделения Косых Валентине Васильевне за теплоту, профессионализм, чуткость, внимательность, а также хочется поблагодарить заведующую онкологическим отделением Кедрову Анну Генриховну, ведущего онколога Астахова Дмитрия Анатольевича за то, что Вы не опускаете руки, продляете жизнь и даете надежду моему супругу в нашем непростом, тяжелом случае, пропуская все через себя. Спасибо Вам Большое.
                    ";1
"Не качественная регистрация пациента (грубое отношение) при полном отсутствии очереди! Подбор специалистов не соответствует поставленной просьбе, не предоставление ранее оговоренных (по телефону) услуг (отсутствие необходимых медикаментов), оформление меню электронной очереди не информативное (запутанное). И все это на платной основе!
                    ";0
"Два раза пришлось лежать в 83-й больнице, причём 1 раз платно (январь 2015 года) , 2-й раз по ОМС (август 2016 года). Оба раза в отделении ортопедии и травматологии. Проводили артроскопические операции на коленных суставах. Оба раза моим лечащим доктором был Шевченко Александр Александрович. Чудесный доктор и прекрасный человек! Спасибо ему огромное за всё! Но хочу сказать слова благодарности и всему персоналу этого отделения. Работа чёткая, слаженная, медсёстры все очень грамотные и доброжелательные, в отделении чистота и порядок. Утренние обходы ранние, всем составом врачей отделения, во главе с заведующим. И в целом больница произвела очень благоприятное впечатление. Есть кафе, аптека, чудесный зимний сад, больничный храм. И везде чисто. Персонал вежливый. Спасибо большое! С уважением, Пяткина Тамара Ивановна.
                    ";1
"Здравствуйте! Очень хочется поделиться с людьми о своём пребывании в данной больнице. Сначала лежала две недели в неврологии, выясняли диагноз. Обход проходит до обеда, причём прибегает врач без твоей карты и назначает процедуры и лечение. В этой больнице безразличны твои жалобы, если они есть. В лучшем случае добавят успокоительных лекарств. Просто будешь спать. С профессиональным талантом все врачи знают как выудить у вас дополнительные деньги, причём на процедуры, которые абсолютно не решат ваших проблем. Далее перевели в нейрохирургию.
                    ";0
"В декабре 2015 года я проходила консультацию, а затем оперировалась у торакального хирурга Уразовского Н. Ю. В приемном отделении все оформляют очень быстро, даже температуру измеряют моментально. В большом фойе можно купить необходимые вещи - от кружки (которую забыл) до специальных чулок (вместо бинтов) для операции. Есть аптечный киоск. Палаты разные, я лежала в двухместной, душ и туалет около палаты (всего на 4 человека). Уразовский Н. Ю. очень внимательно относится к пациентам. Психологический климат отличает доброжелательность, несмотря на то, что есть очень тяжелые онкологические больные. В палатах чисто, медсестры очень тщательно убирают отделение и все помещения. Удивительно, что при столь тяжелом и напряженном труде врач-хирург настолько внимателен к пациентам. Видела, насколько уставшим и измотанным бывает хирург после операции, ведь от его работы зачастую зависит жизнь пациента и его психическое состояние, а после этого еще и необходимо консультировать больных. Большое спасибо всему медицинскому персоналу и лично Уразовскому Н. Ю. за их нелегкий труд. Конечно, бывают врачи разные (но я с другими почти не сталкивалась, поэтому обо всех сказать не могу). Есть небольшая часовня и красивый зимний сад, что также важно для психологического состояния, когда предстоит операция. Не без ложки дегтя - питание не очень хорошее, но можно спуститься в кафе (где питаются и сами врачи, и медсестры) и купить себе продукты (правда, если ходишь сам). Но, это уже издержки финансирования. Еще раз спасибо
                    ";1
"Уже несколько лет пользуюсь услугами врачей из этой больницы. Начинала с гинеколога, но по мере необходимости уже консультировалась и у нефролога, хирурга, невролога и даже посетила в этом году стоматолога. Конечно был один неудачный опыт обращения к неврологу, но потом обратилась к другому специалисту и проблема была решена. Это конечно человеческий фактор, но однозначно здесь работают профессионалы и при этом цены разумные. Ни разу никто не хамил, очень четко и доброжелательно. Пишу этот отзыв, т.к. сама прежде, чем обратиться, обязательно читаю отзывы. Очень достойное место, лишних болезней никто не ищет и обследование назначают минимально необходимое. Рекомендую, как семейную поликлинику. К сожалению, не принимают детей, очень жаль.
                    ";1
"Выражаю благодарность гинекологу Кагановской Л. М. Специалист высокой квалификации, внимательный и отзывчивый человек. А также всему персоналу гинекологического отделения за профессионализм и внимательное отношение.
                    ";1
"Больница №83 ФНКЦ. МРТ платно 24.08 - ужасное отношение к пациентам. Платишь 5000 р., а тебя как бесплатно медсестры так ""прессуют"", что никогда и никому больше не посоветую. Моя мама, посетив МРТ 24 августа платно, вернулась домой почти плача, потому что ей медсестры нахамили, накричали и вели себя по отношению к клиентам раздражительно!
                        ";0
"Прошла лечение в пульмонологии. Скорее подтверждали диагноз. Условия хорошие, медсестры неквалифицированные, врачи очень важные, не подступиться. Хотя больному нужна улыбка и добрые слова.
                    ";0
"Больница очень хорошая, специалисты все на высшем уровне. Медперсонал заботится о каждом пациенте, все очень внимательные и вежливые. Жалко конечно то, что многие отделения закрыли, очень не хватает эндокринологии, гастроэнтерологии. Большая просьба: верните все на свои места.
                    ";1
"Ликвидировали отделение гипербарической оксигенации (ГБО) весной этого года в связи с нерентабельностью. Решили разместить в освободившемся помещении платное отделение ревматологии, которое курируется хорошим другом главврача. В итоге, пациенты лишились жизненно важного для них ГБО. Но на сайте клиники отделение ГБО функционирует, видимо для отчета перед Минздравом. В реальности - ГБО нет. Якобы собираются восстановить одну камеру. Специалистов ГБО разогнали по другим отделениям. Хорошие врачи в клинике работают, у меня к ним претензий нет. Спасибо им, помогают чем могут. Но вот к руководству клиники - большие вопросы: по варварским ценам на услуги, по не квалификации медсестер, к санитаркам, по недостоверной информации о наличии отделения ГБО.
                    ";0
